[BEGIN] 2020/3/30 17:56:51
[2020/3/30 17:56:55] [root@vw-infotainment-752947:~]# top -m | grep MXNavi
[2020/3/30 18:16:22]  1962 1573m 1495m  744m 23236  682m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:28]  1962 1573m 1495m  744m 23236  682m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:33]  1962 1573m 1495m  744m 23236  681m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:38]  1962 1573m 1495m  743m 23236  681m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:44]  1962 1573m 1495m  743m 23236  681m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:49]  1962 1573m 1495m  742m 23236  680m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:55]  1962 1573m 1495m  742m 23236  680m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:00]  1962 1573m 1495m  742m 23236  679m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:06]  1962 1578m 1500m  754m 23236  692m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:11]  1962 1578m 1500m  767m 23236  705m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:16]  1962 1578m 1500m  780m 23236  718m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:22]  1962 1578m 1500m  772m 23236  710m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:27]  1962 1578m 1500m  776m 23236  714m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:33]  1962 1578m 1500m  774m 23236  712m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:38]  1962 1578m 1500m  775m 23236  713m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:43]  1962 1578m 1500m  776m 23236  714m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:49]  1962 1578m 1500m  775m 23236  712m     0   132 /usr/bin/MXNavi
[2020/3/30 18:17:54]  1962 1578m 1500m  775m 23236  713m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:00]  1962 1578m 1500m  738m 23236  676m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:05]  1962 1578m 1500m  738m 23236  676m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:11]  1962 1578m 1500m  734m 23236  672m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:16]  1962 1578m 1500m  734m 23236  672m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:21]  1962 1578m 1500m  734m 23236  672m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:27]  1962 1578m 1500m  734m 23236  672m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:33]  1962 1578m 1500m  734m 23236  672m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:38]  1962 1578m 1500m  735m 23236  673m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:43]  1962 1578m 1500m  659m 23256  597m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:49]  1962 1578m 1500m  658m 23236  596m     0   132 /usr/bin/MXNavi
[2020/3/30 18:18:54]  1962 1578m 1500m  658m 23236  596m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:00]  1962 1578m 1500m  658m 23236  596m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:05]  1962 1578m 1500m  661m 23236  599m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:10]  1962 1578m 1500m  685m 23236  623m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:16]  1962 1578m 1500m  701m 23236  639m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:21]  1962 1578m 1500m  701m 23236  639m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:27]  1962 1578m 1500m  704m 23236  642m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:32]  1962 1578m 1500m  701m 23236  639m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:38]  1962 1578m 1500m  706m 23236  644m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:43]  1962 1578m 1500m  694m 23236  632m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:49]  1962 1578m 1500m  690m 23236  628m     0   132 /usr/bin/MXNavi
[2020/3/30 18:19:54]  1962 1578m 1500m  690m 23236  628m     0   132 /usr/bin/MXNavi
[2020/3/30 18:20:00]  1962 1578m 1500m  658m 23236  596m     0   132 /usr/bin/MXNavi
[2020/3/30 18:20:05]  1962 1578m 1500m  667m 23236  604m     0   132 /usr/bin/MXNavi
[2020/3/30 18:20:10]  1962 1578m 1500m  657m 23236  594m     0   132 /usr/bin/MXNavi
[2020/3/30 18:20:16]  1962 1578m 1500m  657m 23236  595m     0   132 /usr/bin/MXNavi
[2020/3/30 18:20:21]  1962 1578m 1500m  657m 23236  595m     0   132 /usr/bin/MXNavi
[2020/3/30 18:20:27]  1962 1578m 1500m  657m 23236  595m     0   132 /usr/bin/MXNavi
[2020/3/30 18:20:32]  1962 1578m 1500m  656m 23236  594m     0   132 /usr/bin/MXNavi
